,ORF,CAI,dS,dN,dN/dS,dS adjusted,dN/dS adjusted,orf,fitness,fdS,fdN,fdNdS,fdSadj,fdNdSadj
YIL067C,YIL067C,0.23525,1.5238,0.118800365,0.077963227,1.99901,0.05942959999999999,YIL067C,0.917,0.42186325391780055,-2.121928546560855,-2.538773015897691,0.6931521805474454,-2.806276227859437
YIL071C,YIL071C,0.242,1.5353,0.24259925100000002,0.158014233,2.02414,0.119853,YIL071C,0.997,0.42937692815447726,-1.4122308178637657,-1.8387615650449283,0.7056388339712021,-2.113180347978575
YIL072W,YIL072W,0.268,1.6018,0.129100101,0.08059689099999999,2.14316,0.06023819999999999,YIL072W,1.0070000000000001,0.4717520997798523,-2.039451117138076,-2.505964118228114,0.7627478672897812,-2.79298410117851
YIL073C,YIL073C,0.266,1.6656,0.209499895,0.125780436,2.20292,0.095101,YIL073C,1.014,0.5107856229659693,-1.5582701246721768,-2.065298539103792,0.7902375929912394,-2.342355557232767
YIL074C,YIL074C,0.38675,1.4547,0.035500019,0.02440367,2.2359400000000003,0.015877000000000002,YIL074C,1.013,0.3754868845884781,-3.3104424978458815,-3.672861627206083,0.8051088605121663,-4.08180353072779
YIL075C,YIL075C,0.33399999999999996,1.4848,0.048499977,0.032664317000000005,2.15948,0.0224591,YIL075C,0.0,0.3959533477355687,-3.005783074054065,-3.3913168453237756,0.7703304192305951,-3.7524967996640486
YIL084C,YIL084C,0.29275,1.5562,0.04700021,0.030201908,2.14756,0.021885400000000003,YIL084C,1.023,0.44288933675416353,-3.036549893083816,-3.467276032190367,0.7647978503032975,-3.7772561263314453
YIL085C,YIL085C,0.30125,1.5536,0.175500308,0.112963638,2.16213,0.08117010000000001,YIL085C,1.012,0.4412182778139822,-1.7344326575678153,-2.1718758463800496,0.7715562468754733,-2.4989637900506123
YIL087C,YIL087C,0.24375,1.5657,0.071300124,0.045538815999999996,2.05808,0.034644,YIL087C,1.008,0.4489714964173043,-2.626929434742817,-3.0674685619129125,0.7222592811033929,-3.3341744492316634
YIL091C,YIL091C,0.308,1.6103,0.139799994,0.086816117,2.2324599999999997,0.0626215,YIL091C,0.0,0.47704130659738625,-1.9604148778718322,-2.432510230266771,0.8035519525384057,-2.754803815447729
YIL092W,YIL092W,0.23475,2.1445,0.8347027690000001,0.389229549,2.6187,0.318747,YIL092W,1.006,0.7633726254494422,-0.17948226859026328,-0.9410201258284526,0.9630598074001491,-1.1402252208971446
YIL093C,YIL093C,0.2615,0.9863,0.130099944,0.131907071,1.51453,0.0859012,YIL093C,0.8320000000000001,-0.012781334364733152,-2.0317953153674178,-2.0181051092606883,0.4157652127668406,-2.4429834378302995
YIL094C,YIL094C,0.41875,1.2669,0.034300138,0.027074069,2.11278,0.016234600000000002,YIL094C,1.018,0.2373619885517651,-3.3438684057020853,-3.5729089400828973,0.7484778139152704,-4.060836287869809
YIL095W,YIL095W,0.2575,1.8155,0.24280016,0.133737351,2.33565,0.10395399999999999,YIL095W,1.0170000000000001,0.5969115726791194,-1.4114064056595454,-2.004427943728977,0.8487182796853336,-2.2542331200544647
YIL096C,YIL096C,0.26899999999999996,2.0595,0.13029991300000002,0.063267741,2.60288,0.0500599,YIL096C,1.004,0.7229486717967348,-2.030271160278328,-2.7446974688085466,0.9570026403351622,-2.9747558256509365
YIL097W,YIL097W,0.27825,1.6253,0.16470043,0.101335403,2.18737,0.0752961,YIL097W,0.981,0.4863074959522651,-1.7975737595016894,-2.279499595511867,0.7831569744679836,-2.573133456021683
YIL098C,YIL098C,0.281,1.7121,0.206699933,0.12072889,2.27972,0.090669,YIL098C,0.992,0.5383045947542757,-1.5716608706807675,-2.1059589201432396,0.8244911825890324,-2.3895710157621823
YIL104C,YIL104C,0.27275,1.6077,0.158800312,0.098774841,2.15866,0.0735643,YIL104C,0.0,0.475426399414125,-1.8338302932113182,-2.3048392216341766,0.7699508018988199,-2.5960934385939285
YIL105C,YIL105C,0.2685,1.3258,0.061599917000000004,0.04646245,1.86817,0.03297340000000001,YIL105C,1.02,0.2827700280907603,-2.7709913267555573,-3.047816406888032,0.6254944820684293,-3.3821774135049276
YIL107C,YIL107C,0.29225,1.5919,0.08110026599999999,0.050945578,2.18225,0.0371636,YIL107C,1.005,0.46555625431845554,-2.4998140225777243,-2.957558685367828,0.7808145923117051,-3.2658730972291123
YIL108W,YIL108W,0.262,1.6141,0.10340008,0.064060517,2.1433400000000002,0.0482425,YIL108W,1.022,0.4793968742623304,-2.259524837250367,-2.732437411457592,0.7628318127252975,-3.0109982072244246
YIL109C,YIL109C,0.361,1.2477,0.037399966,0.029975127,1.97692,0.0189183,YIL109C,0.0,0.22210301013896233,-3.2596987048055146,-3.474570751394626,0.6820457874887714,-3.916116371832928
YIL110W,YIL110W,0.301,1.5061,0.231299527,0.153575146,2.11412,0.10940699999999999,YIL110W,0.903,0.4101872744434935,-1.4597276753679842,-1.8670749190126394,0.7491115484773777,-2.2035817413521035
YIL112W,YIL112W,0.2775,2.2685,0.295499931,0.130262257,2.82905,0.104452,YIL112W,1.006,0.8195595429143832,-1.2157082932593923,-2.0305579952040005,1.0402943793435946,-2.2494994059024562
YIL113W,YIL113W,0.209,1.6230000000000002,0.344899155,0.21250718100000002,2.0451799999999998,0.16864,YIL113W,1.012,0.48489224173948625,-1.061608005944571,-1.5440848122186688,0.7159746401993152,-1.774076734375747
YIL114C,YIL114C,0.25375,1.8791,0.244200095,0.12995588,2.39168,0.102104,YIL114C,1.018,0.6313249669166023,-1.4056806874813303,-2.032894806401916,0.8724140766246712,-2.2720170914276276
YIL115C,YIL115C,0.285,2.024,0.465400894,0.229941153,2.5997,0.179021,YIL115C,0.0,0.7055697005585024,-0.762709727138086,-1.4655923498321097,0.9557806395605672,-1.7146817682302862
YIL116W,YIL116W,0.33899999999999997,1.5234,0.121700087,0.079887152,2.20818,0.055113300000000004,YIL116W,1.024,0.42160089001756806,-2.098012218219068,-2.514700280879681,0.7926214059530381,-2.8803824179028727
YIL117C,YIL117C,0.24775,2.1796,0.39530081,0.18136392399999998,2.6800599999999997,0.147497,YIL117C,1.008,0.7796000682901444,-0.9255817348817048,-1.7017510059916754,0.9862122387124639,-1.9071905229636483
YIL118W,YIL118W,0.32525,1.2954,0.039800073,0.030724157000000002,1.9524099999999998,0.0203851,YIL118W,0.0,0.25959119228525523,-3.1990714083579355,-3.450676837838749,0.6695765632973415,-3.8450608611393093
YIL123W,YIL123W,0.48675,1.4293,0.21890036899999998,0.153152151,2.4125400000000004,0.09073439999999999,YIL123W,1.0190000000000001,0.35788421247871727,-1.5145807033873588,-1.8698151708063666,0.8810945494221334,-2.3888578337516853
YIL124W,YIL124W,0.31,1.5914,0.110799945,0.069624195,2.2176,0.0499639,YIL124W,1.015,0.46524231214402495,-2.19104421021117,-2.650382487810581,0.7968763663224222,-2.976637740034302
YIL125W,YIL125W,0.384,1.4819,0.036500102,0.024630611,2.25758,0.0161678,YIL125W,0.9590000000000001,0.39399962999888616,-3.283411626009471,-3.66396789963943,0.8147362972252796,-4.064719742742266
YIL126W,YIL126W,0.327,1.6426,0.088900052,0.054121547,2.30314,0.0385995,YIL126W,0.0,0.49688895802711763,-2.4090567590842626,-2.898214586632842,0.8347075048764833,-3.2289387870640405
YIL128W,YIL128W,0.29625,1.5292,0.162600293,0.106330299,2.12763,0.0764232,YIL128W,0.929,0.4253984458156143,-1.8103290638615488,-2.231844292691783,0.755478580296044,-2.5584688016979276
YIL132C,YIL132C,0.26325,1.24,0.20730063399999998,0.16717793,1.77177,0.117002,YIL132C,1.022,0.21591750622247005,-1.568772887032853,-1.7827327528943022,0.572543295044971,-2.137053705507565
YIL134W,YIL134W,0.23275,1.4280000000000002,0.173100423,0.12121878400000001,1.8981599999999998,0.0911938,YIL134W,0.977,0.3569748989477304,-1.7481230025728063,-2.1019425288366667,0.6414116831518911,-2.383862395799949
YIL135C,YIL135C,0.23775,1.196,0.15640042199999998,0.130769584,1.6762599999999999,0.09330319999999999,YIL135C,1.008,0.17981842657583597,-1.848962261935084,-2.026700457445972,0.5171615095834952,-2.361240155666093
YIL136W,YIL136W,0.2905,1.6275,0.09099994800000001,0.055913947,2.21431,0.0410963,YIL136W,1.008,0.48765934573415104,-2.3859672671506478,-2.866214853649937,0.7953923485576052,-3.167795428141749
YIL138C,YIL138C,0.40075,2.0993,0.064700011,0.030819802,2.90882,0.0222427,YIL138C,1.023,0.7420801916691244,-2.7226561860638845,-3.4476664785934275,1.0680912236001572,-3.761764174744963
YIL139C,YIL139C,0.29875,1.3289,0.152400434,0.11468164199999999,1.93238,0.0788667,YIL139C,0.9940000000000001,0.28510375143698036,-1.8747035608482898,-2.156913326343237,0.6592697665239832,-2.527396284046769
YIL140W,YIL140W,0.29525,1.6637,0.180200378,0.10831302400000001,2.26011,0.0797308,YIL140W,1.02,0.5096449270178282,-1.7081517992827189,-2.2135397326184645,0.8158558431517725,-2.5166351160491853
YIL142W,YIL142W,0.336,1.3654,0.020500071,0.015013967,2.04412,0.0100288,YIL142W,0.0,0.31217954405216825,-3.839699041528391,-4.1342940000307085,0.7154564674797799,-4.507245245832887
YIL143C,YIL143C,0.32299999999999995,1.3219999999999998,0.035999934,0.027231417999999997,1.9744599999999999,0.0182328,YIL143C,0.0,0.27990188513281844,-3.2968391501232874,-3.5673198077267307,0.6808012826258427,-3.951138124156715
YIL144W,YIL144W,0.26525,1.8335,0.109400283,0.059667457,2.36931,0.046173900000000004,YIL144W,0.0,0.6067719648131996,-2.2036425817366303,-2.802347853185781,0.8630207482810086,-3.0539145054344607
YIL145C,YIL145C,0.26175,1.3999,0.120400366,0.086006405,1.9286400000000001,0.06242759999999999,YIL145C,1.008,0.33711488721993105,-2.1086613855342655,-2.441773542347768,0.657333457020781,-2.757856181037822
YIL146C,YIL146C,0.25925,1.3002,0.18980128899999998,0.145978533,1.8238900000000002,0.104064,YIL146C,1.0170000000000001,0.26328691561705925,-1.656522764225572,-1.917468736881011,0.6015197112453032,-2.253185590699278
YIL150C,YIL150C,0.24675,1.706,0.143400365,0.084056486,2.20444,0.06505069999999999,YIL150C,0.0,0.5347374438123035,-1.9351655248257749,-2.4644397020250626,0.7909270354773184,-2.7173326500381676
YIL152W,YIL152W,0.20125,1.3622,0.275500922,0.20224704300000002,1.76873,0.15576199999999998,YIL152W,1.02,0.3098348770929142,-1.2855411234864282,-1.5933330792455345,0.5708269925770852,-1.85302654737537
YIL153W,YIL153W,0.23975,1.5785,0.104600256,0.066265604,2.0628,0.0507079,YIL153W,0.998,0.45710834126000277,-2.2480944834704903,-2.6991062576751483,0.724548943699477,-2.9621447044990274
YIL156W,YIL156W,0.264,1.4737,0.14479999400000002,0.09825608599999999,2.00698,0.0721482,YIL156W,1.0170000000000001,0.388454579274758,-1.9255195005598433,-2.310052041395581,0.6971292416205175,-2.615267758790736
YIL157C,YIL157C,0.32375,1.0425,0.13610044699999999,0.130551988,1.69648,0.0802252,YIL157C,0.973,0.04258044753511826,-1.9870414320253105,-2.0283531594853548,0.5291447983489048,-2.5105297351339133
YIL158W,YIL158W,0.247,1.7284,0.321598941,0.18606742699999998,2.2273400000000003,0.144387,YIL158W,1.023,0.5477745275441926,-1.1313453959994544,-1.676286154925568,0.8012569136539468,-1.9283561264080968
YIL159W,YIL159W,0.2875,1.7661,0.218200022,0.123549075,2.34685,0.0929757,YIL159W,1.023,0.5693397848318728,-1.5177706235433182,-2.0830554640377765,0.8535000157684411,-2.364719040770066
YIL160C,YIL160C,0.28725,1.5214,0.067700241,0.044498647,2.10165,0.0322129,YIL160C,1.022,0.42028803699980266,-2.6780025717541642,-3.0900726897311,0.7431984539586551,-3.404816924310468
YIL161W,YIL161W,0.28075,1.9111,0.4967022,0.259903825,2.47822,0.200427,YIL161W,1.016,0.6482021145167767,-0.697753372793864,-1.3436034261573482,0.9079439945772876,-1.6023282461141073
YIL162W,YIL162W,0.5085,1.2702,0.06639996599999999,0.052275206,2.29737,0.0289026,YIL162W,1.025,0.23996133624036908,-2.6971107655150415,-2.9322842342756967,0.8322001760394558,-3.509809845844256
YIL164C,YIL164C,0.2935,1.7913,0.07579991700000001,0.04231559,2.38417,0.031793,YIL164C,1.024,0.5834997112554144,-2.566551719558261,-3.1392426625853918,0.8692704006260855,-3.417540201002329
YIR001C,YIR001C,0.28975,1.4243,0.206500467,0.144983829,2.0096,0.10275699999999999,YIR001C,1.0190000000000001,0.3543823178788481,-1.572621688711507,-1.9242594236821453,0.6984331849891825,-2.2657036522678013
YIR002C,YIR002C,0.28525,1.5475,0.180700325,0.116769192,2.12371,0.08508710000000001,YIR002C,1.012,0.43728672043112043,-1.7053965149189805,-2.139028569982648,0.7536353224751867,-2.452395704557428
YIR003W,YIR003W,0.25325,1.4669999999999999,0.5916023229999999,0.40327356700000005,1.9785700000000002,0.299005,YIR003W,1.0070000000000001,0.3839009301923237,-0.5232317238368557,-0.9056634841413184,0.6828796494040801,-1.2039561377981567
YIR004W,YIR004W,0.284,1.5397,0.136000018,0.088328907,2.11338,0.0643519,YIR004W,1.015,0.4322368586055922,-1.9877742217671595,-2.4154301368744204,0.7487616253150412,-2.7279687651187916
YIR005W,YIR005W,0.217,2.2569999999999997,0.20579999,0.091182982,2.6953400000000003,0.07635399999999999,YIR005W,0.831,0.8144794657274701,-1.5760031847037637,-2.3839797424625284,0.991895297858159,-2.5593629903072435
YIR007W,YIR007W,0.25925,1.3682,0.14980041800000002,0.109487222,1.89189,0.0791803,YIR007W,1.021,0.3142266276738932,-1.8917980515288337,-2.2028554027199694,0.6381047617168271,-2.523477430193334
YIR008C,YIR008C,0.29675,1.2975,0.068100146,0.052485662,1.89694,0.0359,YIR008C,0.0,0.26120975212066605,-2.6721984353308605,-2.9283416609985937,0.6407690874646662,-3.2995437279356556
YIR009W,YIR009W,0.23199999999999998,1.0897,0.121399984,0.111406795,1.55834,0.0779034,YIR009W,0.883,0.08681969195255998,-2.100461039622874,-2.185630889613145,0.4442626548160765,-2.5395309595365845
YIR010W,YIR010W,0.24775,1.4632,0.16630040199999999,0.113655277,1.96366,0.084689,YIR010W,0.0,0.3813090182304052,-1.7879642681231482,-2.1658252436986216,0.675319202360333,-2.4570308163423635
YIR011C,YIR011C,0.23675,1.1904,0.161400539,0.13558513,1.6686400000000001,0.0967258,YIR011C,0.0,0.17512908621244985,-1.8176895322945499,-1.9908071957504094,0.5126080343280814,-2.3255896810997365
YIR012W,YIR012W,0.2975,1.2912,0.086799921,0.067224227,1.89215,0.045873699999999996,YIR012W,0.0,0.2563461921419279,-2.4326946781136805,-2.6849555426094884,0.6382421083906121,-3.0602985284094717
YIR013C,YIR013C,0.2715,1.7169,0.18400007,0.10716994,2.26533,0.08122439999999999,YIR013C,1.0170000000000001,0.5411026146502628,-1.6873990755255055,-2.224051770022537,0.8181617830706012,-2.4983031839844156
YIR014W,YIR014W,0.20025,1.8526,0.23519989,0.12695665,2.25711,0.10420399999999999,YIR014W,1.018,0.6171296941360294,-1.4430768409260115,-2.056063744299791,0.8145281802184909,-2.2518539565876883
YIR016W,YIR016W,0.20075,1.9587,0.566100658,0.289018562,2.36422,0.239445,YIR016W,1.022,0.6727914003028714,-0.5672184636736373,-1.2378103511534198,0.8608710408733155,-1.4252639058186092
YIR022W,YIR022W,0.326,1.0823,0.049000079,0.045274027,1.74082,0.028147700000000005,YIR022W,0.0,0.08001193796938463,-2.995730693555239,-3.0731744472158122,0.5549305435851352,-3.535379271528426
YIR023W,YIR023W,0.251,1.5472,0.130500077,0.084345965,2.05422,0.0635278,YIR023W,1.003,0.43709296578847584,-2.0287478418131584,-2.4610421067819006,0.720382898179188,-2.740659140285633
YIR024C,YIR024C,0.272,1.7052,0.312400664,0.183204705,2.25464,0.138559,YIR024C,1.006,0.5342686754924573,-1.1602728303643117,-1.6917076125989796,0.8134337464343674,-1.969267828066134
YIR025W,YIR025W,0.21925,1.8648,0.24010129800000002,0.12875445,2.30769,0.10404400000000001,YIR025W,1.0,0.6236899155447235,-1.4225381101512704,-2.0421114607997883,0.8366802641048238,-2.2533759689814987
YIR026C,YIR026C,0.30275,1.3446,0.072900215,0.054217027,1.95616,0.037267,YIR026C,0.746,0.2968400102365465,-2.6050395416952714,-2.8964839131182094,0.6714944428644926,-3.2631673730013255
YIR027C,YIR027C,0.25325,1.2873,0.141200322,0.10968719199999999,1.79887,0.07849389999999999,YIR027C,0.997,0.253323519815342,-1.9505184971992453,-2.201047146051652,0.5877144400717464,-2.5320749898254626
YIR028W,YIR028W,0.332,1.1398,0.059399993,0.0521144,1.81044,0.0328097,YIR028W,1.0090000000000001,0.13172977067789426,-2.8067662899354144,-2.935307201057962,0.5941221090821289,-3.387007535416172
YIR029W,YIR029W,0.294,1.2423,0.144599909,0.11639693300000001,1.83618,0.07875039999999998,YIR029W,1.015,0.2177691349767547,-1.9268927682197468,-2.1421944962905464,0.6082317872791778,-2.5288535216557806
YIR030C,YIR030C,0.2475,1.6364,0.21770047399999998,0.13303622199999998,2.13635,0.101903,YIR030C,1.0190000000000001,0.4931096179602107,-1.520052183949226,-2.0096452021264835,0.7595667439277705,-2.2739684820481676
YIR031C,YIR031C,0.36925,1.3072,0.047400099,0.036260786,2.05309,0.023087200000000002,YIR031C,1.026,0.26865214654497516,-3.0282534198070974,-3.2898138190231396,0.7198329274889834,-3.7260746999118424
YIR032C,YIR032C,0.21275,1.2407,0.209099831,0.168533756,1.6704599999999998,0.125175,YIR032C,1.0190000000000001,0.2164814084406592,-1.560172475510373,-1.7747032215469711,0.5136974959904184,-2.0700854467558107
YIR033W,YIR033W,0.29100000000000004,1.7249,0.128299992,0.07438111900000001,2.31272,0.055475800000000006,YIR033W,0.997,0.5457486535552204,-2.0456200550759434,-2.5851984464669147,0.8388566188571678,-2.873943051168418
YIR034C,YIR034C,0.3405,1.0476,0.065200048,0.06223754099999999,1.73541,0.037570400000000004,YIR034C,1.018,0.04745594115629533,-2.715074090963909,-2.7608571510148168,0.5518197634684135,-3.255270136061304
YIR035C,YIR035C,0.36975,1.5083,0.08880030400000001,0.058874431,2.2552,0.0393758,YIR035C,1.012,0.4116459671832454,-2.410166918379045,-2.815505726427737,0.8136819821886828,-3.2095246833941298
YIR036C,YIR036C,0.22899999999999998,1.4762,0.174599935,0.11827661199999999,1.93878,0.0900566,YIR036C,1.0190000000000001,0.390148403996271,-1.7395469679406426,-2.126310012684917,0.662574564582881,-2.3962739877914707
YIR037W,YIR037W,0.37725,1.3212,0.068000197,0.051468510999999995,2.08325,0.0326414,YIR037W,1.0090000000000001,0.2792970159173406,-2.6736459193164896,-2.947542079807014,0.7344090783085857,-3.3919978276208846
YJL002C,YJL002C,0.3195,1.5176,0.189700063,0.125000042,2.16299,0.0877027,YJL002C,0.0,0.41778885779699626,-1.6570534360139935,-2.0714730386973814,0.7719537399014692,-2.4224649504455518
YJL003W,YJL003W,0.225,1.234,0.061399939,0.049756838,1.6885,0.036363599999999996,YJL003W,0.935,0.2110709700799404,-2.7741909811713352,-2.9807089312204567,0.5244326271722074,-3.2870583105207563
YJL004C,YJL004C,0.2345,1.4296,0.15349995800000002,0.107372662,1.9032900000000001,0.08064980000000001,YJL004C,1.0,0.3580939366921463,-1.867561454489034,-2.222179417355198,0.6441092356954121,-2.5053159090481483
YJL010C,YJL010C,0.315,1.3735,0.09620008199999999,0.07004010299999999,2.0098,0.0478655,YJL010C,0.0,0.3180900286231632,-2.3309837238947004,-2.644510730411886,0.698532652836283,-3.0186836529710996
YJL014W,YJL014W,0.36975,1.1511,0.019999985,0.017374672,1.8980000000000001,0.010537399999999999,YJL014W,0.0,0.14158636406187075,-3.8632335555446833,-3.996782084382692,0.6413274318301488,-4.462161346579678
YJL020C,YJL020C,0.25825,1.6102,0.428000617,0.265805873,2.13187,0.20076300000000002,YJL020C,1.016,0.47697924298216077,-0.846296921826716,-1.321233952439317,0.7574684906088959,-1.6006615377246052
YJL023C,YJL023C,0.248,1.8309,0.35020106700000003,0.191272635,2.33186,0.15018099999999998,YJL023C,0.9229999999999999,0.6053536796092763,-1.046396379070893,-1.6488409402056818,0.8470949826660531,-1.8892774845084181
YJL025W,YJL025W,0.2735,1.6858,0.190199903,0.112824714,2.23827,0.0849763,YJL025W,0.0,0.5228332428902677,-1.6544357856871406,-2.1730956103934838,0.8061499198951884,-2.4536836021035087
YJL029C,YJL029C,0.2925,1.9223,0.14709994699999998,0.076522888,2.51315,0.058532100000000004,YJL029C,0.8640000000000001,0.6540424606791841,-1.9098679155747547,-2.557182057191612,0.9219347742592401,-2.8212396161077717
YJL030W,YJL030W,0.2315,1.3098,0.087200005,0.066575053,1.7774299999999998,0.0490596,YJL030W,1.006,0.2706376378425224,-2.4281482592800505,-2.694516402506208,0.5757309526213845,-2.9945409834219388
YJL031C,YJL031C,0.33375,1.6415,0.183000317,0.11148359199999999,2.31568,0.0790266,YJL031C,0.0,0.4962194713766284,-1.6928177985485486,-2.1849479168635346,0.8401351262877123,-2.5253961995741303
YJL042W,YJL042W,0.2875,1.6154,0.160600057,0.09941813599999999,2.19615,0.073128,YJL042W,1.0170000000000001,0.48020145422218147,-1.822630780172432,-2.2984124505872887,0.7871610659921927,-2.6019619503078446
YJL043W,YJL043W,0.20425,1.8224,0.415900349,0.228215732,2.2349900000000003,0.186086,YJL043W,1.02,0.6007028901686653,-0.8749080569645297,-1.4730916577536277,0.804684083010938,-1.6761868747978184
YJL044C,YJL044C,0.2855,1.4571,0.190500068,0.130739186,2.03381,0.0936666,YJL044C,1.014,0.3771342183401025,-1.6528671152701155,-2.0269311746257825,0.7104024484423072,-2.3573940337146406
YJL047C,YJL047C,0.25575,1.6588,0.264800824,0.159633967,2.17542,0.121724,YJL047C,0.9159999999999999,0.5066971131822106,-1.3250080326325528,-1.8286269992099144,0.7776813250746366,-2.097817347370261
YJL048C,YJL048C,0.25275,1.6939,0.20580045,0.121495041,2.2044599999999996,0.09335639999999999,YJL048C,1.018,0.5276237420418716,-1.5760009603347567,-2.099684731449412,0.7909361039213999,-2.3606761769296796
YJL051W,YJL051W,0.2525,1.3852,0.198400456,0.143228744,1.89525,0.104683,YJL051W,1.018,0.3265661905017472,-1.612440134596432,-1.9363547397377467,0.639878251680605,-2.247311231585824
YJL058C,YJL058C,0.2495,1.8322,0.16349989199999998,0.08923692400000001,2.33619,0.0699857,YJL058C,1.0190000000000001,0.606063073652832,-1.8048453653118806,-2.4053165786927915,0.8489493530649971,-2.6452768306769316
YJL060W,YJL060W,0.36075,1.5962,0.068800195,0.04310249,2.32492,0.0295925,YJL060W,1.011,0.4682520962069292,-2.6621184755214378,-3.1212390355382547,0.8441156596958777,-3.487000398104451
YJL061W,YJL061W,0.307,1.6401,0.26839898,0.163647936,2.26024,0.118748,YJL061W,0.0,0.495366748703445,-1.3115618012045778,-1.8039458059200852,0.8159133353848087,-2.1223657442919612
YJL062W,YJL062W,0.27725,1.43,0.161300319,0.11279742599999999,1.99005,0.0810534,YJL062W,0.907,0.3583735005743137,-1.818306838967528,-2.1733353761748857,0.6886621377752713,-2.5003850241571026
YJL063C,YJL063C,0.20199999999999999,1.5006,0.170599969,0.11368783800000001,1.9086400000000001,0.089383,YJL063C,0.7659999999999999,0.4065312062901619,-1.7625892725809722,-2.1655412935986256,0.6469147426182426,-2.403699082365552
YJL065C,YJL065C,0.25075,1.2755,0.20750019100000003,0.162681451,1.7820200000000002,0.116441,YJL065C,1.012,0.24412195769940143,-1.567815321676554,-1.8098331119598532,0.5783085558680087,-2.1418191991658078
YJL066C,YJL066C,0.29600000000000004,1.5748,0.183200057,0.116332269,2.17272,0.0843183,YJL066C,1.021,0.4547630798294506,-1.6917328457147245,-2.142745463116019,0.7764399855560429,-2.4613663105657717
YJL068C,YJL068C,0.29775,1.4953,0.158800425,0.106199709,2.0967599999999997,0.07573610000000001,YJL068C,1.014,0.4029953942072366,-1.8338295860790315,-2.2330617449013586,0.7408701087689544,-2.567383016408629
YJL072C,YJL072C,0.2485,1.1631,0.103000065,0.08855650000000001,1.66507,0.061859300000000006,YJL072C,0.0,0.15194825627205816,-2.2633637548409595,-2.4128855679616286,0.5104675596686923,-2.7668563835321804
YJL081C,YJL081C,0.264,1.7871,0.097000005,0.054277883,2.32038,0.0418035,YJL081C,0.0,0.5811536035990201,-2.3227877492911584,-2.895382396203933,0.8421618364246195,-3.1511354040369017
YJL082W,YJL082W,0.305,1.5976,0.070800103,0.044316539,2.2137,0.0319827,YJL082W,1.018,0.4691282462097815,-2.6338693683885976,-3.0940832137879455,0.7951169541436623,-3.4117720974030035
YJL085W,YJL085W,0.2865,1.5351,0.055900023,0.036414581,2.11383,0.0264449,YJL085W,0.0,0.42924673677296266,-2.8664595336320073,-3.285694784229613,0.7489744310171456,-3.5955749206378607
YJL087C,YJL087C,0.29975,1.6880000000000002,0.213900525,0.126718321,2.2935,0.09326380000000001,YJL087C,0.0,0.5241366378256631,-1.5375800323399136,-2.0579280571662175,0.8305149548527511,-2.3616580442741033
YJL088W,YJL088W,0.3625,1.7099,0.08920001699999999,0.052166803,2.44215,0.036525199999999994,YJL088W,1.012,0.5370195478484657,-2.4057256634435102,-2.9343210811653124,0.8932881903088389,-3.282742571696668
YJL089W,YJL089W,0.27699999999999997,1.8475,0.250199773,0.135426129,2.4070400000000003,0.10394500000000001,YJL089W,1.012,0.6143744993945495,-1.381506748050922,-1.9919719903347748,0.8788131386042897,-2.2543188755845573
YJL091C,YJL091C,0.271,1.2685,0.191799286,0.151201645,1.81592,0.105621,YJL091C,0.0,0.23862312216259596,-1.646105600132051,-1.8825490254657844,0.5971427598261438,-2.2384747885281477
YJL094C,YJL094C,0.278,1.8426,0.12010005300000001,0.065179666,2.40416,0.049955099999999995,YJL094C,1.005,0.6117201818642161,-2.1111381907683553,-2.7153820233433525,0.8776164294113589,-2.9768104261874604
YJL096W,YJL096W,0.2365,1.3825,0.276400414,0.19992796699999998,1.8602299999999998,0.148584,YJL096W,0.845,0.3246165202448435,-1.2822932786728152,-1.6048088082883876,0.6212375594915924,-1.8998971710331771
YJL098W,YJL098W,0.28675,1.7845,0.25249943399999997,0.14149589999999998,2.36374,0.106822,YJL098W,1.021,0.579698488052366,-1.3723936886950092,-1.9484420516171765,0.8606680793253751,-2.227273559696411
YJL099W,YJL099W,0.27075,1.3232,0.21870118300000002,0.165282031,1.87012,0.11694500000000001,YJL099W,1.006,0.28080850350860853,-1.5154869149906849,-1.7940699503350324,0.6265371820605015,-2.137536864870548
YJL100W,YJL100W,0.2395,1.3399,0.188199337,0.14045774800000002,1.8236900000000003,0.103197,YJL100W,1.0190000000000001,0.2933410303034593,-1.6649541265988288,-1.955754207195626,0.6014101095924006,-2.2614719408642814
YJL101C,YJL101C,0.28025,1.6269,0.093200293,0.057287045,2.1930099999999997,0.0424988,YJL101C,1.011,0.4872908406323271,-2.36233198700126,-2.842375423011556,0.7857309197277925,-3.1350219274749014
YJL104W,YJL104W,0.213,1.4724,0.087499909,0.05942672400000001,1.9026599999999998,0.04598819999999999,YJL104W,0.0,0.387572655266576,-2.4247537552173695,-2.8063238215625272,0.6437783489948261,-3.0578587726236655
YJL105W,YJL105W,0.233,1.6195,0.258099227,0.159369699,2.09016,0.123483,YJL105W,1.014,0.4827347435994649,-1.3505441748226144,-1.8302735103728274,0.7377189359313551,-2.0835861185853926
YJL106W,YJL106W,0.3,1.4552,0.079899945,0.054906504,2.0612,0.0387638,YJL106W,1.011,0.3758303029784736,-2.5145421347695907,-2.8840745549631746,0.7237733741017061,-3.22479832831997
YJL109C,YJL109C,0.32775,1.4914,0.108100246,0.072482397,2.15346,0.050198400000000004,YJL109C,0.0,0.40038556236486567,-2.215488131333555,-2.6107093980458758,0.7675401121088818,-2.9720469974249664
